Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
266100,Lokon-Empung,16461,Confirmed Eruption,Tompaluan,2,,,2002,,2,,9,,Historical Observations,,2002,,5,?,0,,1.358,124.792,6,2002-02-09,0
257060,Epi,15331,Confirmed Eruption,,1,?,,2002,,3,,1,,Historical Observations,,2002,,3,,0,,-16.68,168.37,11,2002-03-01,0
352020,Guagua Pichincha,11498,Confirmed Eruption,,1,?,,2002,,4,,1,,Historical Observations,,2002,,4,,0,,-0.171,-78.598,14,2002-04-01,0
256010,Tinakula,15207,Confirmed Eruption,Upper NW flank,1,,,2002,,4,,1,,Historical Observations,,,,,,,,-10.38,165.8,11,2002-04-01,0
300260,Klyuchevskoy,19479,Confirmed Eruption,,2,,,2002,,4,,9,,Historical Observations,,2002,,6,<,9,,56.056,160.642,7,2002-04-09,0
282060,Kikai,17001,Confirmed Eruption,Iwo-dake,2,,,2002,,5,,11,,Historical Observations,,2002,,7,,0,,30.789,130.308,8,2002-05-11,0
223030,Nyiragongo,14107,Confirmed Eruption,,2,,,2002,,5,?,17,,Historical Observations,>,2016,,3,,1,,-1.52,29.25,9,2002-05-17,0
242050,Monowai,14718,Confirmed Eruption,,0,,,2002,,5,,24,,Hydrophonic,,2002,,5,,24,,-25.887,-177.188,11,2002-05-24,0
252010,Langila,14998,Confirmed Eruption,Crater 2,2,,,2002,,5,?,25,,Historical Observations,,2003,,4,?,9,,-5.525,148.42,11,2002-05-25,0
344020,San Cristobal,10889,Confirmed Eruption,,1,,,2002,,5,,29,,Historical Observations,,2002,,12,?,16,,12.702,-87.004,14,2002-05-29,0
342110,Pacaya,19886,Confirmed Eruption,MacKenney Crater,1,?,,2002,,5,,30,,Historical Observations,,2002,,6,?,17,,14.381,-90.601,14,2002-05-30,0
263340,Raung,16162,Confirmed Eruption,,2,,,2002,,6,<,1,,Historical Observations,,2002,,8,>,25,,-8.119,114.056,6,2002-06-01,0
351080,Galeras,11376,Confirmed Eruption,El Pinta vent,1,?,,2002,,6,,7,,Historical Observations,,2002,,6,?,7,,1.22,-77.37,14,2002-06-07,0
390090,Saunders,13218,Confirmed Eruption,,0,,,2002,,7,?,1,,Historical Observations,,2002,,11,?,0,,-57.8,-26.483,3,2002-07-01,0
311161,Korovin,19765,Confirmed Eruption,,1,?,,2002,,7,<,1,,Historical Observations,,,,,,,,52.381,-174.166,5,2002-07-01,0
223020,Nyamuragira,14082,Confirmed Eruption,Summit caldera  north & south flanks,2,?,,2002,,7,,25,,Historical Observations,,2002,,9,?,0,,-1.408,29.2,9,2002-07-25,0
315020,Wrangell,20420,Confirmed Eruption,,1,,,2002,,8,,1,,Historical Observations,,2002,,8,,2,,62.006,-144.017,5,2002-08-01,0
252080,Witori,15027,Confirmed Eruption,Pago (summit and NW flank),3,,,2002,,8,,3,,Historical Observations,,2003,,3,,26,25,-5.576,150.516,11,2002-08-03,0
284090,Izu-Torishima,18372,Confirmed Eruption,Iwo-yama,2,,,2002,,8,,12,,Historical Observations,,2002,,8,,20,,30.484,140.303,7,2002-08-12,0
252120,Ulawun,15066,Confirmed Eruption,,2,,,2002,,8,?,22,,Historical Observations,,2002,,11,,3,,-5.05,151.33,11,2002-08-22,0
312070,Veniaminof,20173,Confirmed Eruption,Western intracaldera cone,1,,,2002,,9,,24,,Historical Observations,,2003,,3,,23,,56.17,-159.38,5,2002-09-24,0
267010,Ruang,16493,Confirmed Eruption,,4,?,,2002,,9,,25,,Historical Observations,,2002,,9,?,29,,2.3,125.37,6,2002-09-25,0
252140,Rabaul,15098,Confirmed Eruption,Tavurvur,2,,,2002,,10,?,6,,Historical Observations,,2004,,2,,17,,-4.271,152.203,11,2002-10-06,0
352020,Guagua Pichincha,11499,Confirmed Eruption,,1,?,,2002,,10,,11,,Historical Observations,,2002,,12,,7,,-0.171,-78.598,14,2002-10-11,0
273030,Mayon,16811,Confirmed Eruption,,1,,,2002,,10,,11,,Historical Observations,,2002,,10,,11,,13.257,123.685,8,2002-10-11,0
264180,Lewotobi,16300,Confirmed Eruption,Lewotobi Lakilaki,1,,,2002,,10,,12,,Historical Observations,,2002,,10,?,12,,-8.542,122.775,6,2002-10-12,0
357110,Llaima,12074,Confirmed Eruption,,1,,,2002,,10,,13,12,Historical Observations,,,,,,,,-38.692,-71.729,3,2002-10-13,0
344040,Telica,10936,Confirmed Eruption,,0,,,2002,,10,,17,,Historical Observations,,,,,,,,12.602,-86.845,14,2002-10-17,0
355100,Lascar,11875,Confirmed Eruption,,2,,,2002,,10,,26,,Historical Observations,,2002,,10,,27,,-23.37,-67.73,3,2002-10-26,0
211060,Etna,13836,Confirmed Eruption,NE Rift (3100-1900 m)  S flank (2850-2600 m),3,,,2002,,10,,26,,Historical Observations,,2003,,1,,28,,37.734,15.004,9,2002-10-26,0
251020,Manam,14931,Confirmed Eruption,,2,,,2002,,10,,31,,Historical Observations,,,,,,,,-4.08,145.037,11,2002-10-31,0
242050,Monowai,14719,Confirmed Eruption,,0,,,2002,,11,,1,,Hydrophonic,,2002,,11,,24,,-25.887,-177.188,11,2002-11-01,0
352010,Reventador,11446,Confirmed Eruption,Summit and SE flank (2600 m),4,,,2002,,11,,3,,Historical Observations,,2003,,1,?,10,,-0.077,-77.656,14,2002-11-03,0
263100,Papandayan,15688,Confirmed Eruption,Kawah Baru  Kawah Nangklak,2,,,2002,,11,,11,,Historical Observations,,2002,,12,,19,3,-7.32,107.73,10,2002-11-11,0
233020,Fournaise  Piton de la,14383,Confirmed Eruption,East flank of Dolomieu (1850-1540 m),2,,,2002,,11,,16,,Historical Observations,,2002,,12,,3,,-21.244,55.708,2,2002-11-16,0
300260,Klyuchevskoy,19480,Confirmed Eruption,,2,,,2002,,11,,24,,Historical Observations,,2004,,4,,8,,56.056,160.642,7,2002-11-24,0
272020,Kanlaon,16747,Confirmed Eruption,,1,,,2002,,11,,28,,Historical Observations,,2002,,11,,28,,10.412,123.132,6,2002-11-28,0
266100,Lokon-Empung,16462,Confirmed Eruption,Tompaluan,2,,,2002,,12,,23,,Historical Observations,,2003,,4,,1,,1.358,124.792,6,2002-12-23,0
300250,Bezymianny,19380,Confirmed Eruption,,2,,,2002,,12,,25,,Historical Observations,,2002,,12,?,28,,55.972,160.595,7,2002-12-25,0
282060,Kikai,17002,Confirmed Eruption,Iwo-dake,2,,,2003,,2,?,1,,Historical Observations,,2003,,10,,0,,30.789,130.308,8,2003-02-01,0
283110,Asamayama,17809,Confirmed Eruption,,1,,,2003,,2,,6,,Historical Observations,,2003,,4,,18,,36.406,138.523,7,2003-02-06,0
272020,Kanlaon,16748,Confirmed Eruption,,1,,,2003,,3,,7,,Historical Observations,,2003,,7,,23,,10.412,123.132,6,2003-03-07,0
211060,Etna,13837,Confirmed Eruption,NE Crater,1,,,2003,,3,,8,3,Historical Observations,,2003,,11,,9,,37.734,15.004,9,2003-03-08,0
273030,Mayon,16812,Confirmed Eruption,,2,,,2003,,3,,17,,Historical Observations,,2003,,5,,14,,13.257,123.685,8,2003-03-17,0
244000,Vailulu'u,14803,Confirmed Eruption,West side of caldera (Nafanua),0,,,2003,2,4,,1,,Historical Observations,,,,,,,,-14.215,-169.058,11,2003-04-01,0
357110,Llaima,12075,Confirmed Eruption,,2,,,2003,,4,,9,,Historical Observations,,2003,,4,>,16,,-38.692,-71.729,3,2003-04-09,0
242050,Monowai,14720,Confirmed Eruption,,0,,,2003,,4,,10,,Hydrophonic,,2004,,9,,0,,-25.887,-177.188,11,2003-04-10,0
252120,Ulawun,15071,Confirmed Eruption,,2,,,2003,,4,?,14,,Historical Observations,,2003,,10,,10,,-5.05,151.33,11,2003-04-14,0
290360,Chikurachki,18856,Confirmed Eruption,,2,,,2003,,4,,17,,Historical Observations,,2003,,7,?,3,,50.324,155.461,7,2003-04-17,0
390090,Saunders,13219,Confirmed Eruption,,0,,,2003,,5,?,6,,Historical Observations,,2003,,5,?,6,,-57.8,-26.483,3,2003-05-06,0
284200,Anatahan,18535,Confirmed Eruption,East Crater,3,,,2003,,5,,10,,Historical Observations,,2003,,7,,12,3,16.35,145.67,1,2003-05-10,0
251020,Manam,14932,Confirmed Eruption,Main Crater,1,,,2003,,5,,17,,Historical Observations,,2003,,5,,23,,-4.08,145.037,11,2003-05-17,0
357120,Villarrica,12180,Confirmed Eruption,,1,,,2003,,5,?,23,,Historical Observations,,2004,,3,?,25,,-39.42,-71.93,3,2003-05-23,0
233020,Fournaise  Piton de la,14384,Confirmed Eruption,Dolomieu  Bory  N  NW  and SSW flanks,1,,,2003,,5,,30,,Historical Observations,,2004,,1,,10,,-21.244,55.708,2,2003-05-30,0
264180,Lewotobi,16304,Confirmed Eruption,Lewotobi Lakilaki,2,,,2003,,5,,30,,Historical Observations,,2003,,9,>,1,,-8.542,122.775,6,2003-05-30,0
334040,Unnamed,10326,Confirmed Eruption,,0,,,2003,,5,?,31,30,Historical Observations,,2003,,10,,15,21,10.73,-103.58,0,2003-05-31,0
257050,Lopevi,15318,Confirmed Eruption,,3,,,2003,,6,,8,,Historical Observations,,2003,,6,?,16,,-16.507,168.346,11,2003-06-08,0
234010,Heard,14410,Confirmed Eruption,Mawson Peak,0,,,2003,,6,,9,,Historical Observations,,2004,,6,,14,,-53.106,73.513,2,2003-06-09,0
344020,San Cristobal,10890,Confirmed Eruption,,1,?,,2003,,6,,17,,Historical Observations,,2004,,6,,13,,12.702,-87.004,14,2003-06-17,0
264200,Leroboleng,16308,Confirmed Eruption,,3,,,2003,,6,,26,,Historical Observations,,2003,,7,,29,,-8.365,122.833,6,2003-06-26,0
263200,Dieng Volcanic Complex,15791,Confirmed Eruption,Sileri crater,1,?,,2003,,7,,1,,Historical Observations,,2003,,7,,0,,-7.2,109.92,10,2003-07-01,0
282110,Asosan,17348,Confirmed Eruption,Naka-dake,1,,,2003,,7,,10,,Historical Observations,,2003,,7,,14,,32.884,131.104,8,2003-07-10,0
300250,Bezymianny,19381,Confirmed Eruption,,3,,,2003,,7,,26,,Historical Observations,,2003,,8,?,1,,55.972,160.595,7,2003-07-26,0
354006,Sabancaya,11752,Confirmed Eruption,,2,?,,2003,,7,,30,1,Historical Observations,,,,,,,,-15.78,-71.85,3,2003-07-30,0
268060,Gamalama,16675,Confirmed Eruption,,2,,,2003,,7,,31,,Historical Observations,,2003,,10,,2,3,0.8,127.33,6,2003-07-31,0
357070,Chillàn  Nevados de,11992,Confirmed Eruption,Saddle between Nuevo & Arrau volcanoes,1,,,2003,,8,,29,,Historical Observations,,2003,,9,,15,5,-36.863,-71.377,3,2003-08-29,0
266100,Lokon-Empung,16463,Confirmed Eruption,Tompaluan,3,,,2003,,9,,12,,Historical Observations,,2003,,9,,12,,1.358,124.792,6,2003-09-12,0
344100,Masaya,11038,Confirmed Eruption,Santiago,1,,,2003,,9,<,22,,Historical Observations,,2003,,12,?,12,,11.984,-86.161,14,2003-09-22,0
251020,Manam,14933,Confirmed Eruption,Main Crater,1,,,2003,,10,,26,5,Historical Observations,,2004,,3,,28,,-4.08,145.037,11,2003-10-26,0
300250,Bezymianny,19382,Confirmed Eruption,,3,,,2004,,1,,14,,Historical Observations,,2005,,2,?,0,,55.972,160.595,7,2004-01-14,0
282110,Asosan,17349,Confirmed Eruption,Naka-dake,1,,,2004,,1,,14,,Historical Observations,,2004,,1,,14,,32.884,131.104,8,2004-01-14,0
252010,Langila,14999,Confirmed Eruption,,2,?,,2004,,1,?,20,,Historical Observations,,2004,,1,?,27,,-5.525,148.42,11,2004-01-20,0
264160,Egon,16275,Confirmed Eruption,,1,,,2004,,1,,29,,Historical Observations,,2004,,2,?,5,,-8.676,122.455,6,2004-01-29,0
211060,Etna,13838,Confirmed Eruption,Central Crater,1,?,,2004,,2,,12,,Historical Observations,,2004,,2,,14,,37.734,15.004,9,2004-02-12,0
257060,Epi,15332,Confirmed Eruption,Epi B,2,,,2004,,2,,16,,Historical Observations,,2004,,2,,24,,-16.68,168.37,11,2004-02-16,0
312070,Veniaminof,20174,Confirmed Eruption,Western intracaldera cone,2,,,2004,,2,,16,,Historical Observations,,2004,,9,,5,4,56.17,-159.38,5,2004-02-16,0
311360,Shishaldin,20100,Confirmed Eruption,,2,,,2004,,2,,17,,Historical Observations,,2004,,7,>,0,,54.756,-163.97,5,2004-02-17,0
285050,Tokachidake,18661,Confirmed Eruption,1962-II Crater,1,?,,2004,,2,,25,,Historical Observations,,2004,,4,,19,,43.418,142.686,7,2004-02-25,0
360050,Soufrière Hills,12347,Confirmed Eruption,,3,?,,2004,,3,,3,,Historical Observations,,2004,,5,,2,,16.72,-62.18,14,2004-03-03,0
282060,Kikai,17003,Confirmed Eruption,Iwo-dake,2,,,2004,,3,,5,,Historical Observations,,2004,,10,,0,,30.789,130.308,8,2004-03-05,0
255060,Kavachi,15179,Confirmed Eruption,,1,,,2004,,3,,15,,Historical Observations,,,,,,,,-9.02,157.95,11,2004-03-15,0
243060,Tofua,14752,Confirmed Eruption,Lofia crater,1,?,,2004,,3,,19,,Historical Observations,,2014,,10,,18,,-19.75,-175.07,11,2004-03-19,0
344040,Telica,10937,Confirmed Eruption,,1,,,2004,,3,,31,,Historical Observations,,2004,,3,,31,,12.602,-86.845,14,2004-03-31,0
267020,Karangetang,16540,Confirmed Eruption,,2,,,2004,,4,?,2,,Historical Observations,,2005,,8,?,5,,2.78,125.4,6,2004-04-02,0
284200,Anatahan,18536,Confirmed Eruption,East Crater,3,?,,2004,,4,<,12,,Historical Observations,,2005,,9,?,3,,16.35,145.67,1,2004-04-12,0
252120,Ulawun,15072,Confirmed Eruption,,2,,,2004,,4,,12,,Historical Observations,,2004,,4,,14,,-5.05,151.33,11,2004-04-12,0
268030,Ibu,16581,Confirmed Eruption,,0,?,,2004,,5,?,1,,Historical Observations,,2005,,2,?,22,,1.488,127.63,6,2004-05-01,0
233020,Fournaise  Piton de la,14385,Confirmed Eruption,SSW of Bory  Dolomieu and east flank,0,,,2004,,5,,2,,Historical Observations,,2004,,10,,16,,-21.244,55.708,2,2004-05-02,0
223020,Nyamuragira,14083,Confirmed Eruption,Summit and NNW flank,2,?,,2004,,5,,8,,Historical Observations,,2004,,5,,28,3,-1.408,29.2,9,2004-05-08,0
341090,Popocatepetl,10552,Confirmed Eruption,,2,,,2004,,5,,26,,Historical Observations,,2004,,5,,26,,19.023,-98.622,0,2004-05-26,0
267040,Awu,16570,Confirmed Eruption,,2,,,2004,,6,<,2,,Historical Observations,,2004,,8,?,0,,3.67,125.5,6,2004-06-02,0
273030,Mayon,16814,Confirmed Eruption,,1,,,2004,,6,,3,,Historical Observations,,2004,,9,?,12,,13.257,123.685,8,2004-06-03,0
263310,Tengger Caldera,16063,Confirmed Eruption,Bromo,2,,,2004,,6,,8,,Historical Observations,,2004,,6,,24,3,-7.942,112.95,10,2004-06-08,0
261170,Kerinci,15529,Confirmed Eruption,,2,,,2004,,6,?,22,,Historical Observations,,2004,,10,?,24,,-1.697,101.264,10,2004-06-22,0
234070,Marion Island,14414,Confirmed Eruption,South side of island,1,,,2004,,6,,24,,Historical Observations,,2004,,6,?,24,,-46.9,37.75,2,2004-06-24,0
264160,Egon,16276,Confirmed Eruption,,2,,,2004,,7,,3,,Historical Observations,,2004,,9,?,16,,-8.676,122.455,6,2004-07-03,0
311161,Korovin,19766,Confirmed Eruption,,1,?,,2004,,7,<,4,,Historical Observations,,,,,,,,52.381,-174.166,5,2004-07-04,0
351080,Galeras,11377,Confirmed Eruption,El Pinta vent,3,,,2004,,7,,16,,Historical Observations,,2005,,2,?,7,,1.22,-77.37,14,2004-07-16,0
342110,Pacaya,19887,Confirmed Eruption,MacKenney Crater and lower S flank,3,?,,2004,,7,?,19,,Historical Observations,,2010,,10,?,28,,14.381,-90.601,14,2004-07-19,0
290260,Chirinkotan,18830,Confirmed Eruption,,2,,,2004,,7,,20,,Historical Observations,,2004,,7,,20,,48.98,153.48,7,2004-07-20,0
386011,Nightingale Island,13145,Confirmed Eruption,Submarine SE flank,0,,,2004,,7,,29,,Historical Observations,,2004,,7,,30,,-37.42,-12.48,3,2004-07-29,0
357120,Villarrica,12181,Confirmed Eruption,,1,,,2004,,8,?,5,,Historical Observations,,2007,,12,?,24,,-39.42,-71.93,3,2004-08-05,0
261140,Marapi,15479,Confirmed Eruption,,2,,,2004,,8,,5,,Historical Observations,,2004,,8,?,5,,-0.381,100.473,10,2004-08-05,0
257050,Lopevi,15319,Confirmed Eruption,,2,,,2004,,9,,1,,Historical Observations,,2004,,9,,0,,-16.507,168.346,11,2004-09-01,0
283110,Asamayama,17810,Confirmed Eruption,,2,,,2004,,9,,1,,Historical Observations,,2004,,12,,9,,36.406,138.523,7,2004-09-01,0
211060,Etna,13846,Confirmed Eruption,SE Crater  SE flank (3000-2320 m),1,,,2004,,9,,7,,Historical Observations,,2005,,3,,8,,37.734,15.004,9,2004-09-07,0
300260,Klyuchevskoy,19481,Confirmed Eruption,,1,,,2004,,9,,15,,Historical Observations,,2004,,9,,15,,56.056,160.642,7,2004-09-15,0
264030,Rinjani,16226,Confirmed Eruption,Summit and NE flank of Barujari,2,,,2004,,10,,1,,Historical Observations,,2004,,10,>,5,,-8.42,116.47,6,2004-10-01,0
321050,St. Helens,20560,Confirmed Eruption,South of 1980-1986 lava dome,2,,,2004,,10,,1,,Historical Observations,,2008,,1,,27,10,46.2,-122.18,12,2004-10-01,0
266030,Soputan,16436,Confirmed Eruption,,3,?,,2004,,10,,18,,Historical Observations,,2004,,12,?,27,,1.112,124.737,6,2004-10-18,0
282030,Suwanosejima,16947,Confirmed Eruption,O-take,2,,,2004,,10,,23,,Historical Observations,>,2016,,5,,18,,29.638,129.714,8,2004-10-23,0
251020,Manam,14934,Confirmed Eruption,South Crater  Main Crater,4,?,,2004,,10,,24,,Historical Observations,,2009,,12,?,12,,-4.08,145.037,11,2004-10-24,0
373010,Grimsvotn,12842,Confirmed Eruption,SW and east sides of caldera,3,,,2004,,11,,1,,Historical Observations,,2004,,11,,4,,64.416,-17.316,9,2004-11-01,0
344040,Telica,10938,Confirmed Eruption,,1,,,2004,,11,,5,,Historical Observations,,2005,,1,,29,,12.602,-86.845,14,2004-11-05,0
352010,Reventador,11447,Confirmed Eruption,,2,,,2004,,11,,7,3,Historical Observations,,2006,,3,,0,,-0.077,-77.656,14,2004-11-07,0
252010,Langila,15000,Confirmed Eruption,,2,?,,2004,,11,?,24,,Historical Observations,,2004,,12,?,25,,-5.525,148.42,11,2004-11-24,0
284040,Miyakejima,18275,Confirmed Eruption,,1,,,2004,,11,,30,,Historical Observations,,2004,,12,,9,,34.094,139.526,7,2004-11-30,0
344020,San Cristobal,10891,Confirmed Eruption,,1,,,2004,,12,,3,,Historical Observations,,2004,,12,,7,,12.702,-87.004,14,2004-12-03,0
312070,Veniaminof,20175,Confirmed Eruption,Western intracaldera cone,2,,,2005,,1,,4,,Historical Observations,,2005,,2,,14,3,56.17,-159.38,5,2005-01-04,0
341090,Popocatepetl,10556,Confirmed Eruption,,2,,,2005,,1,,9,,Historical Observations,>,2016,,5,,26,,19.023,-98.622,0,2005-01-09,0
300260,Klyuchevskoy,19482,Confirmed Eruption,,2,,,2005,,1,<,20,,Historical Observations,,2005,,4,,7,,56.056,160.642,7,2005-01-20,0
252140,Rabaul,15099,Confirmed Eruption,Tavurvur,2,,,2005,,1,,25,,Historical Observations,,2006,,2,,17,,-4.271,152.203,11,2005-01-25,0
272020,Kanlaon,16749,Confirmed Eruption,,2,,,2005,,1,,25,,Historical Observations,,2005,,5,,25,,10.412,123.132,6,2005-01-25,0
290380,Ebeko,18877,Confirmed Eruption,,2,,,2005,,1,,29,,Historical Observations,,2005,,2,,16,,50.686,156.014,7,2005-01-29,0
257050,Lopevi,15320,Confirmed Eruption,,2,,,2005,,1,,30,,Historical Observations,,2005,,3,?,31,,-16.507,168.346,11,2005-01-30,0
264160,Egon,16277,Confirmed Eruption,Summit and southern flank,1,,,2005,,2,,6,,Historical Observations,,2005,,2,,27,,-8.676,122.455,6,2005-02-06,0
233020,Fournaise  Piton de la,14386,Confirmed Eruption,North side of caldera (1600  1200  & 450 m),0,,,2005,,2,,17,,Historical Observations,,2005,,2,,26,,-21.244,55.708,2,2005-02-17,0
311161,Korovin,19767,Confirmed Eruption,,1,,,2005,,2,,23,,Historical Observations,,2005,,5,,5,4,52.381,-174.166,5,2005-02-23,0
242050,Monowai,14721,Confirmed Eruption,,0,,,2005,,3,,2,,Hydrophonic,,2006,,6,,27,,-25.887,-177.188,11,2005-03-02,0
344100,Masaya,11040,Confirmed Eruption,Santiago,1,,,2005,,3,?,4,,Historical Observations,,2005,,3,?,30,,11.984,-86.161,14,2005-03-04,0
290360,Chikurachki,18857,Confirmed Eruption,,1,,,2005,,3,,12,,Historical Observations,,2005,,4,,7,,50.324,155.461,7,2005-03-12,0
311240,Cleveland,19817,Confirmed Eruption,,2,,,2005,,3,?,13,,Historical Observations,,2005,,11,,27,1,52.825,-169.944,5,2005-03-13,0
252120,Ulawun,15073,Confirmed Eruption,,2,,,2005,,3,?,27,,Historical Observations,,2005,,8,?,9,,-5.05,151.33,11,2005-03-27,0
284040,Miyakejima,18276,Confirmed Eruption,,1,,,2005,,4,,12,,Historical Observations,,2005,,5,,18,,34.094,139.526,7,2005-04-12,0
261160,Talang,15496,Confirmed Eruption,North & south flanks,2,,,2005,,4,?,12,,Historical Observations,,2005,,7,?,18,,-0.978,100.679,10,2005-04-12,0
282110,Asosan,17350,Confirmed Eruption,Naka-dake,1,,,2005,,4,,14,,Historical Observations,,2005,,8,,0,,32.884,131.104,8,2005-04-14,0
360050,Soufrière Hills,12348,Confirmed Eruption,,3,?,,2005,,4,,15,,Historical Observations,,2013,,2,,5,,16.72,-62.18,14,2005-04-15,0
233010,Karthala,14205,Confirmed Eruption,Chahal_ crater,2,?,,2005,,4,,16,,Historical Observations,,2005,,4,,18,,-11.75,43.38,2,2005-04-16,0
266030,Soputan,16437,Confirmed Eruption,,2,,,2005,,4,,19,,Historical Observations,,2005,,7,?,18,,1.112,124.737,6,2005-04-19,0
252010,Langila,15001,Confirmed Eruption,,2,,,2005,,4,?,19,,Historical Observations,,2006,,3,?,31,,-5.525,148.42,11,2005-04-19,0
355100,Lascar,11877,Confirmed Eruption,,3,?,,2005,,5,,4,,Historical Observations,,2005,,5,,4,,-23.37,-67.73,3,2005-05-04,0
353010,Fernandina,11676,Confirmed Eruption,South caldera rim,2,,,2005,,5,,13,,Historical Observations,,2005,,5,?,29,,-0.37,-91.55,14,2005-05-13,0
260010,Barren Island,15386,Confirmed Eruption,Central cone summit  N  S  and SW flanks,2,,,2005,,5,,26,,Historical Observations,,2007,,12,?,23,,12.278,93.858,10,2005-05-26,0
343020,Santa Ana,10768,Confirmed Eruption,,3,,,2005,,6,,16,,Historical Observations,,2005,,10,?,1,,13.853,-89.63,14,2005-06-16,0
284130,Fukutoku-Oka-no-Ba,18467,Confirmed Eruption,,1,,,2005,,7,,2,,Historical Observations,,2005,,7,?,21,,24.285,141.481,1,2005-07-02,0
234011,McDonald Islands,14399,Confirmed Eruption,,0,,,2005,,7,<,12,,Historical Observations,,,,,,,,-53.03,72.6,2,2005-07-12,0
344120,Concepcion,11073,Confirmed Eruption,,2,,,2005,,7,,28,,Historical Observations,,2005,,11,,10,,11.538,-85.622,14,2005-07-28,0
334050,Unnamed,10346,Confirmed Eruption,East Pacific Rise (9.8 deg N),0,,,2005,,8,?,1,,Historical Observations,,2006,,1,?,0,,9.83,-104.3,0,2005-08-01,0
273030,Mayon,16815,Confirmed Eruption,,0,,,2005,,8,<,17,,Historical Observations,,,,,,,,13.257,123.685,8,2005-08-17,0
312070,Veniaminof,20176,Confirmed Eruption,Western intracaldera cone,1,,,2005,,9,,7,,Historical Observations,,2005,,11,?,4,,56.17,-159.38,5,2005-09-07,0
221113,Dabbahu,13942,Confirmed Eruption,NE flank (Da'Ure),3,?,,2005,,9,,26,,Historical Observations,,2005,,9,,29,,12.595,40.48,13,2005-09-26,0
390090,Saunders,13220,Confirmed Eruption,,0,,,2005,,10,?,2,,Historical Observations,,2006,,1,?,20,,-57.8,-26.483,3,2005-10-02,0
233020,Fournaise  Piton de la,14388,Confirmed Eruption,Dolomieu  N and NE flanks,0,,,2005,,10,,4,,Historical Observations,,2006,,1,,18,,-21.244,55.708,2,2005-10-04,0
252070,Krummel-Garbuna-Welcker,15007,Confirmed Eruption,Central part of Garbuna complex,2,,,2005,,10,,16,,Historical Observations,,2005,,11,>,17,,-5.416,150.027,11,2005-10-16,0
353050,Negra  Sierra,11713,Confirmed Eruption,North caldera rim,3,,,2005,,10,,22,,Historical Observations,,2005,,10,,30,,-0.83,-91.17,14,2005-10-22,0
257050,Lopevi,15321,Confirmed Eruption,,2,,,2005,,10,?,27,,Historical Observations,,2006,,8,?,1,,-16.507,168.346,11,2005-10-27,0
344020,San Cristobal,10892,Confirmed Eruption,,2,,,2005,,11,,13,,Historical Observations,,2006,,5,,27,,12.702,-87.004,14,2005-11-13,0
233010,Karthala,14206,Confirmed Eruption,Chahal_ crater,3,,,2005,,11,,24,,Historical Observations,,2005,,12,,8,,-11.75,43.38,2,2005-11-24,0
351080,Galeras,11378,Confirmed Eruption,,2,,,2005,,11,,24,,Historical Observations,,2006,,7,,12,,1.22,-77.37,14,2005-11-24,0
257030,Aoba,15237,Confirmed Eruption,Lake Voui,2,,,2005,,11,,27,,Historical Observations,,2006,,2,,0,,-15.4,167.83,11,2005-11-27,0
